property_id,source_name,price,surface,rooms,city,region,zone,municipalite,transaction_type,type,latitude,longitude,features,reliability_score,reliability_level,model_weight,is_outlier,suspected_duplicate,change_type,price_delta_pct,price_per_m2,scraped_at
affare_154525,affare,2.0,80.0,3.0,,,,,Sale,Villa,33.8439408,9.400138,parking|climatisation|ascenseur,50,LOW,0.5,True,False,new,,0.03,2026-03-23T18:50:37.677573
affare_254300,affare,2.0,140.0,2.0,,,,,Sale,Villa,33.8439408,9.400138,vue mer,50,LOW,0.5,True,False,new,,0.01,2026-03-23T18:50:15.482619
affare_247865,affare,247865.0,180.0,4.0,,,,,Sale,Villa,33.8439408,9.400138,chauffage central|climatisation,70,GOOD,1.0,False,False,new,,1377.03,2026-03-23T18:50:55.483794
affare_238972,affare,2.0,98.0,2.0,La Marsa,TUNIS,north,La Marsa,Sale,Apartment,36.8775,10.3275,haut standing,75,GOOD,1.0,True,False,new,,0.02,2026-03-23T18:50:00.215387
affare_209759,affare,2.0,60.0,3.0,,,,,Sale,Apartment,33.8439408,9.400138,ascenseur,50,LOW,0.5,True,False,new,,0.03,2026-03-23T18:50:50.019764
affare_231619,affare,2.0,80.0,3.0,,,,,Sale,Apartment,33.8439408,9.400138,parking|climatisation,50,LOW,0.5,True,False,new,,0.03,2026-03-23T18:51:02.241097
affare_246045,affare,246045.0,500.0,,Gammarth Supérieur,,,معتمدية المرسى,Sale,Land,36.8917433,10.3116247,,70,GOOD,1.0,False,False,new,,492.09,2026-03-23T18:50:07.317836
affare_259018,affare,3.0,153.0,3.0,Sahloul 4 Avec Place De Parking,,,,Rent,Apartment,,,parking,50,LOW,0.5,True,False,new,,0.02,2026-03-23T18:50:31.409701
affare_259027,affare,259027.0,,,Chott Mariem,,,,Sale,Land,35.9378689,10.5489945,vue mer,30,LOW,0.5,False,False,new,,,2026-03-23T18:49:10.075168
affare_259026,affare,2.0,90.0,2.0,Soviva Chott Mariem,,,,Sale,Apartment,,,ascenseur,50,LOW,0.5,True,False,new,,0.02,2026-03-23T18:49:24.440189
affare_259024,affare,3717.0,400.0,2.0,,,,,Rent,Villa,33.8439408,9.400138,,55,LOW,0.5,False,False,new,,9.29,2026-03-23T18:49:37.339793
affare_259025,affare,3.0,14.0,3.0,La Marsa Zvl1567,TUNIS,north,La Marsa,Rent,Villa,36.8775,10.3275,,70,GOOD,1.0,True,False,new,,0.21,2026-03-23T18:49:31.015011
affare_259022,affare,2.0,100.0,2.0,Sahloul 3,,,,Sale,Apartment,35.8504493,10.5951857,parking,60,GOOD,1.0,True,False,new,,0.02,2026-03-23T18:49:49.098971
affare_259019,affare,259019.0,170.0,3.0,Hammem Sousse,SOUSSE,east,Sidi El Heni,Sale,Villa,35.6756,10.3106,,90,HIGH,1.5,False,False,new,,1523.64,2026-03-23T18:50:24.719623
affare_259021,affare,2.0,85.0,2.0,Bouhsina El Ghazali,,,,Sale,Apartment,,,,45,LOW,0.5,True,False,new,,0.02,2026-03-23T18:49:42.275337
affare_259030,affare,259030.0,506.0,,,,,,Sale,Land,33.8439408,9.400138,,30,LOW,0.5,False,False,new,,511.92,2026-03-23T18:48:36.159629
affare_259038,affare,1.0,5400.0,,Sidi Bouali Près De L'Autoroute Et Gp1,,,,Sale,Land,,,,25,LOW,0.5,True,False,new,,0.0,2026-03-23T18:48:47.007647
affare_259034,affare,259034.0,,4.0,Cité Riadh,,,,Sale,Land,34.731319,10.6698073,garage,65,GOOD,1.0,False,False,new,,,2026-03-23T18:48:17.067160
affare_259035,affare,2.0,152.0,,Sidi Abdelhamid,SOUSSE,east,Sidi El Heni,Sale,Land,35.6756,10.3106,,60,GOOD,1.0,True,False,new,,0.01,2026-03-23T18:47:41.814344
affare_259037,affare,2.0,106.0,2.0,Khezema,,,,Sale,Apartment,,,,45,LOW,0.5,True,False,new,,0.02,2026-03-23T18:48:40.715358
affare_259032,affare,259032.0,76.0,,Khezema,,,,Rent,Commercial,,,,35,LOW,0.5,True,False,new,,3408.32,2026-03-23T18:48:10.542717
affare_259031,affare,259031.0,606.0,,,,,,Sale,Land,33.8439408,9.400138,,30,LOW,0.5,False,False,new,,427.44,2026-03-23T18:48:52.584257
affare_259029,affare,259029.0,178.0,,,,,,Sale,Commercial,33.8439408,9.400138,meuble,35,LOW,0.5,False,False,new,,1455.22,2026-03-23T18:48:58.310856
affare_259036,affare,2.0,92.0,2.0,Cité Rayhanne,,,,Sale,Apartment,,,,45,LOW,0.5,True,False,new,,0.02,2026-03-23T18:48:23.998920
affare_259033,affare,2.0,73.0,2.0,Sousse Avec Place De Parking,SOUSSE,east,Sidi El Heni,Sale,Commercial,35.6756,10.3106,parking,75,GOOD,1.0,True,False,new,,0.03,2026-03-23T18:48:31.373805
93613420-d02a-4bfa-b8b8-174d9bc9d180,aqari,,,,Tunis,TUNIS,north,Jebel Jelloud,Sale,Other,36.7667,10.1833,,30,LOW,0.5,False,False,unchanged,,,2026-03-23T18:14:43.439151
