property_id,source_name,price,surface,rooms,city,region,zone,municipalite,transaction_type,type,latitude,longitude,features,reliability_score,reliability_level,model_weight,is_outlier,suspected_duplicate,change_type,price_delta_pct,price_per_m2,scraped_at
affare_241011,affare,245000.0,,,Bir Mchergua,ZAGHOUAN,north,Zaghouan,Sale,Land,36.4025,10.1431,,55,LOW,0.5,False,False,unchanged,0.0,,2026-03-24T19:01:53.199385
affare_240053,affare,225000.0,60.0,1.0,Ennasr,ARIANA,north,Ariana Ville,Sale,Apartment,36.866011,10.193923,Ascenseur,100,HIGH,1.5,False,False,unchanged,0.0,3750.0,2026-03-24T11:43:12.454942
affare_1000,affare,700000.0,1000.0,,Sousse Riadh,SOUSSE,east,Sousse Riadh,Sale,Land,35.8269,10.63,Attestation de propriété individuel|Autorisation de bâtir|R+3 (rez-de-chaussée et trois niveaux)|Surface 1000 m²|Terrain|Vocation (R+3),90,HIGH,1.5,False,False,new,,700.0,2026-03-25T00:25:24.655846
affare_241005,affare,175000.0,,,Bir Mchergua,ZAGHOUAN,north,Zaghouan,Sale,Land,36.4025,10.1431,,55,LOW,0.5,False,False,unchanged,0.0,,2026-03-24T19:01:38.620886
affare_228212,affare,1500.0,100.0,2.0,Hammam Sousse,SOUSSE,east,Hammam Sousse,Sale,Apartment,35.8592,10.59,Ascenseur|Parking,90,HIGH,1.5,True,False,unchanged,0.0,15.0,2026-03-24T10:37:16.637707
affare_224230,affare,1800.0,230.0,3.0,Akouda,SOUSSE,east,Akouda,Sale,Apartment,35.8667,10.5667,Ascenseur|Parking,90,HIGH,1.5,True,False,unchanged,0.0,7.83,2026-03-24T10:37:11.016179
affare_221112,affare,,,,El Fahs,ZAGHOUAN,north,Zaghouan,Sale,Land,36.4025,10.1431,garage,40,LOW,0.5,False,False,unchanged,,,2026-03-24T19:01:45.607540
affare_2170,affare,90000.0,2170.0,,Sidi Bou Ali,SOUSSE,east,Sidi Bou Ali,Sale,Land,35.9833,10.4667,titled|on asphalted road,85,HIGH,1.5,True,False,unchanged,0.0,41.47,2026-03-24T16:16:52.316469
affare_223096,affare,78000.0,312.0,,Hammamet Sud,NABEUL,north,Hammamet,Sale,Land,36.4,10.6167,semi-fenced|water and electricity available|title deed,100,HIGH,1.5,False,False,unchanged,0.0,250.0,2026-03-24T11:43:17.970079
affare_1737,affare,680000.0,1430.0,,Route El Ain,SFAX,east,Agareb,Sale,Land,34.7392,10.5258,"fenced|house with 5 rooms|near schools, mosque, shops, clinic, hospital",100,HIGH,1.5,False,False,unchanged,0.0,475.52,2026-03-24T12:20:36.507876
affare_256542,affare,460000.0,180.0,3.0,Akouda,SOUSSE,east,Akouda,Sale,Other,35.8667,10.5667,Ascenseur,100,HIGH,1.5,False,False,unchanged,0.0,2555.56,2026-03-24T10:37:06.935490
affare_243820,affare,65000.0,10000.0,,Bir Mchergua,ZAGHOUAN,north,Zaghouan,Sale,Land,36.4025,10.1431,,65,GOOD,1.0,True,False,unchanged,0.0,6.5,2026-03-24T19:01:32.152828
affare_256718,affare,780000.0,500.0,7.0,Ghazela,ARIANA,north,Ariana Ville,Sale,Land,36.866011,10.193923,jardin|garage|terrasse,100,HIGH,1.5,False,False,unchanged,0.0,1560.0,2026-03-24T12:21:31.541223
affare_245170,affare,2900.0,252.0,3.0,Mahdia,MAHDIA,east,Mahdia,Sale,Villa,35.5044,11.0567,Ascenseur|Parking,90,HIGH,1.5,True,False,unchanged,0.0,11.51,2026-03-24T16:16:10.976891
