property_id,source_name,price,surface,rooms,city,region,zone,municipalite,transaction_type,type,latitude,longitude,features,reliability_score,reliability_level,model_weight,is_outlier,suspected_duplicate,change_type,price_delta_pct,price_per_m2,scraped_at
affare_254271,affare,1100.0,,1.0,Menzah,ARIANA,north,Ariana Ville,Rent,Apartment,36.866011,10.193923,Parking,85,HIGH,1.5,False,False,new,,,2026-03-26T16:48:45.145946
affare_241003,affare,165000.0,,,Bir Mchergua,ZAGHOUAN,north,Zaghouan,Sale,Land,36.4025,10.1431,documents juridiques|eau potable|nappe phréatique|puits profond|routes goudronnée|sol de bonne qualité|terrain agricole|électricité,75,GOOD,1.0,False,False,new,,,2026-03-26T16:50:09.354183
affare_241022,affare,1500.0,,,Bir Mchergua,ZAGHOUAN,north,Zaghouan,Sale,Land,36.4025,10.1431,13 hectares|arbres fruitier|bassin de stockage|climatisation|eau électricité climatisation|garage|gardien|grand garage de stockage céréales paille / foins|grands paddocks|habitation indépendante|meuble|oliviers|salon cuisine salle d'eau|silo de stockage grain|sonde et puit|super ferme|terrasse|villas|écuries,55,LOW,0.5,True,False,new,,,2026-03-26T16:49:37.731465
affare_257543,affare,315000.0,122.0,2.0,Ennasr,ARIANA,north,Ariana Ville,Sale,Apartment,36.866011,10.193923,Ascenseur,100,HIGH,1.5,False,False,new,,2581.97,2026-03-26T16:49:11.240974
affare_241651,affare,960000.0,,,Bir Mchergua,ZAGHOUAN,north,Zaghouan,Sale,Land,36.4025,10.1431,eau potable|ensemble de bâtiments|excellente nappe phréatique|possibilité de creuser un puits profond|terrain fertile|électricité,75,GOOD,1.0,False,False,new,,,2026-03-26T16:50:20.808204
affare_256894,affare,1600.0,,1.0,Menzah,ARIANA,north,Ariana Ville,Rent,Apartment,36.866011,10.193923,2 clim|Chambre à coucher|S+1|Salle d'eau|abattoir pour l’Aïd el-Adha|aire de jeux pour enfants|atelier de bricolage|balcon|chauffage central|climatisation|douches|kitchen|meuble|piscine|piscine découverte|richly furnished|salle de jeux équipée|salle de lecture|salle de prière|salle de sport|salle de vapeur (sauna)|vestiaires,85,HIGH,1.5,False,False,new,,,2026-03-26T16:48:30.750872
affare_248366,affare,320000.0,,,Bir Mchergua,ZAGHOUAN,north,Zaghouan,Sale,Land,36.4025,10.1431,agriculture|excellente nappe phréatique|terrain plat,75,GOOD,1.0,False,False,new,,,2026-03-26T16:50:47.073392
affare_164918,affare,1500.0,,,Bir Mchergua,ZAGHOUAN,north,Zaghouan,Sale,Land,36.4025,10.1431,7 hectares|arbres variés|charrue|drip irrigation|farm|haut standing|high standing villa|housekeeper's house|machines agricultural|motorized water well|oliviers|paper in order|price: 1500000dt|salinité 1.7g|shed|subventionné irrigation system|terrace|terrasse|tractor|villa|water well,55,LOW,0.5,True,False,new,,,2026-03-26T16:49:54.509142
affare_220450,affare,155000.0,,,Bir Mchergua,ZAGHOUAN,north,Zaghouan,Sale,Land,36.4025,10.1431,nu|plat|proche du réseau d'eau|proche du réseau d'électricité|route goudronnée,75,GOOD,1.0,False,False,new,,,2026-03-26T16:50:34.732546
affare_258612,affare,,140.0,2.0,Ennasr,ARIANA,north,Ariana Ville,Sale,Apartment,36.866011,10.193923,Ascenseur,80,GOOD,1.0,False,False,new,,,2026-03-26T16:49:04.947858
